"","t","s","mid","pmt","pg","subtype","hr","bank"
"16250",4,3,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 09","Bank of Baroda"
"16251",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 04","Bank of Baroda"
"16252",4,4,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 09","Bank of Baroda"
"16253",2,2,"countrydelight","CARD","PAYU","notprovided","2020-02-12 07","Bank of Baroda"
"16254",5,3,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 08","Bank of Baroda"
"16255",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 13","Bank of Baroda"
"16256",3,3,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 04","Bank of Baroda"
"16257",3,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 16","Bank of Baroda"
"16258",4,4,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 14","Bank of Baroda"
"16259",5,0,"zivame","CARD","PAYU","notprovided","2020-02-12 17","Bank of Baroda"
"16260",6,5,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 13","Bank of Baroda"
"16261",4,3,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 07","Bank of Baroda"
"16262",5,5,"medlife_prod","CARD","TPSL","notprovided","2020-02-14 11","Bank of Baroda"
"16263",4,4,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 05","Bank of Baroda"
"16264",2,1,"zivame","CARD","HDFC","notprovided","2020-02-14 23","Bank of Baroda"
"16265",2,2,"zivame","CARD","HDFC","notprovided","2020-02-14 13","Bank of Baroda"
"16266",4,4,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 14","Bank of Baroda"
"16267",4,1,"zivame","CARD","HDFC","notprovided","2020-02-14 10","Bank of Baroda"
"16268",4,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 09","Bank of Baroda"
"16269",4,4,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 07","Bank of Baroda"
"16270",4,4,"fanfight","CARD","RAZORPAY","notprovided","2020-02-14 11","Bank of Baroda"
"16271",1,1,"zivame","CARD","HDFC","notprovided","2020-02-14 14","Bank of Baroda"
"16272",5,3,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 04","Bank of Baroda"
"16273",6,5,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 12","Bank of Baroda"
"16274",7,2,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-13 11","Bank of Baroda"
"16275",3,3,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 06","Bank of Baroda"
"16276",4,3,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 05","Bank of Baroda"
"16277",3,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 04","Bank of Baroda"
"16278",2,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 11","Bank of Baroda"
"16279",2,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-13 02","Bank of Baroda"
"16280",3,2,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 11","Bank of Baroda"
"16281",5,5,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 09","Bank of Baroda"
"16282",3,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 04","Bank of Baroda"
"16283",2,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 06","Bank of Baroda"
"16284",3,2,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-13 14","Bank of Baroda"
"16285",5,5,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 16","Bank of Baroda"
"16286",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-14 08","Bank of Baroda"
"16287",2,2,"countrydelight","CARD","PAYU","notprovided","2020-02-14 06","Bank of Baroda"
"16288",2,2,"purplle.com","CARD","PAYTM","notprovided","2020-02-14 11","Bank of Baroda"
"16289",1,0,"fanfight","CARD","RAZORPAY","notprovided","2020-02-14 14","Bank of Baroda"
"16290",3,3,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 02","Bank of Baroda"
"16291",5,5,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 07","Bank of Baroda"
"16292",4,4,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 13","Bank of Baroda"
"16293",4,0,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 15","Bank of Baroda"
"16294",2,1,"zivame","CARD","HDFC","notprovided","2020-02-12 20","Bank of Baroda"
"16295",5,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 12","Bank of Baroda"
"16296",3,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 06","Bank of Baroda"
"16297",1,1,"zivame","CARD","PAYU","notprovided","2020-02-12 09","Bank of Baroda"
"16298",1,0,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 11","Bank of Baroda"
"16299",7,4,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 11","Bank of Baroda"
"16300",5,4,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 15","Bank of Baroda"
"16301",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 18","Bank of Baroda"
"16302",3,3,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 08","Bank of Baroda"
"16303",1,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-14 13","Bank of Baroda"
"16304",1,0,"zivame","CARD","HDFC","notprovided","2020-02-14 18","Bank of Baroda"
"16305",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 02","Bank of Baroda"
"16306",3,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 10","Bank of Baroda"
"16307",2,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 08","Bank of Baroda"
"16308",3,3,"countrydelight","CARD","PAYU","notprovided","2020-02-13 14","Bank of Baroda"
"16309",3,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 08","Bank of Baroda"
"16310",3,3,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 02","Bank of Baroda"
"16311",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 08","Bank of Baroda"
"16312",1,1,"zivame","CARD","HDFC","notprovided","2020-02-12 08","Bank of Baroda"
"16313",1,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 04","Bank of Baroda"
"16314",2,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 13","Bank of Baroda"
"16315",3,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 11","Bank of Baroda"
"16316",5,3,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 01","Bank of Baroda"
"16317",4,3,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 12","Bank of Baroda"
"16318",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 18","Bank of Baroda"
"16319",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 01","Bank of Baroda"
"16320",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 13","Bank of Baroda"
"16321",2,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 15","Bank of Baroda"
"16322",6,3,"zivame","CARD","HDFC","notprovided","2020-02-13 19","Bank of Baroda"
"16323",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 09","Bank of Baroda"
"16324",5,5,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 05","Bank of Baroda"
"16325",1,1,"zivame","CARD","HDFC","notprovided","2020-02-12 02","Bank of Baroda"
"16326",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 21","Bank of Baroda"
"16327",5,3,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 07","Bank of Baroda"
"16328",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 14","Bank of Baroda"
"16329",2,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 17","Bank of Baroda"
"16330",3,2,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 09","Bank of Baroda"
"16331",2,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 01","Bank of Baroda"
"16332",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-13 21","Bank of Baroda"
"16333",2,1,"zivame","CARD","HDFC","notprovided","2020-02-13 15","Bank of Baroda"
"16334",2,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-13 14","Bank of Baroda"
"16335",3,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 13","Bank of Baroda"
"16336",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 04","Bank of Baroda"
"16337",2,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 15","Bank of Baroda"
"16338",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-14 17","Bank of Baroda"
"16339",2,2,"countrydelight","CARD","PAYU","notprovided","2020-02-14 12","Bank of Baroda"
"16340",1,1,"zivame","CARD","PAYU","notprovided","2020-02-14 12","Bank of Baroda"
"16341",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-14 14","Bank of Baroda"
"16342",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 01","Bank of Baroda"
"16343",1,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 23","Bank of Baroda"
"16344",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 14","Bank of Baroda"
"16345",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 14","Bank of Baroda"
"16346",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-13 05","Bank of Baroda"
"16347",3,3,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 10","Bank of Baroda"
"16348",5,4,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 07","Bank of Baroda"
"16349",6,4,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 05","Bank of Baroda"
"16350",2,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 07","Bank of Baroda"
"16351",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 19","Bank of Baroda"
"16352",1,1,"zivame","CARD","HDFC","notprovided","2020-02-14 08","Bank of Baroda"
"16353",1,1,"zivame","CARD","HDFC","notprovided","2020-02-13 02","Bank of Baroda"
"16354",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-13 01","Bank of Baroda"
"16355",2,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 17","Bank of Baroda"
"16356",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-13 09","Bank of Baroda"
"16357",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 13","Bank of Baroda"
"16358",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 17","Bank of Baroda"
"16359",1,1,"zivame","CARD","PAYU","notprovided","2020-02-13 08","Bank of Baroda"
"16360",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-13 10","Bank of Baroda"
"16361",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 13","Bank of Baroda"
"16362",1,0,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 10","Bank of Baroda"
"16363",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 08","Bank of Baroda"
"16364",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 04","Bank of Baroda"
"16365",2,0,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 15","Bank of Baroda"
"16366",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 14","Bank of Baroda"
"16367",1,1,"zivame","CARD","HDFC","notprovided","2020-02-14 15","Bank of Baroda"
"16368",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 13","Karnataka Bank"
"16369",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 18","Karnataka Bank"
"16370",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-14 12","Karnataka Bank"
"16371",1,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 16","Karnataka Bank"
"16372",3,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 16","Karnataka Bank"
"16373",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 18","Karnataka Bank"
"16374",2,0,"zivame","CARD","PAYU","notprovided","2020-02-14 06","Karnataka Bank"
"16375",5,3,"medlife_prod","CARD","TPSL","notprovided","2020-02-14 10","Karnataka Bank"
"16376",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 12","Karnataka Bank"
"16377",5,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 18","Karnataka Bank"
"16378",3,3,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 09","Karnataka Bank"
"16379",1,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-14 14","Karnataka Bank"
"16380",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 10","Karnataka Bank"
"16381",2,1,"zivame","CARD","HDFC","notprovided","2020-02-14 11","Karnataka Bank"
"16382",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 11","Karnataka Bank"
"16383",2,2,"purplle.com","CARD","PAYTM","notprovided","2020-02-14 12","Karnataka Bank"
"16384",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 11","Karnataka Bank"
"16385",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 11","Karnataka Bank"
"16386",3,2,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 07","Karnataka Bank"
"16387",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 04","Karnataka Bank"
"16388",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 05","Karnataka Bank"
"16389",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 22","Karnataka Bank"
"16390",9,5,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 15","Karnataka Bank"
"16391",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 16","Karnataka Bank"
"16392",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 10","Karnataka Bank"
"16393",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 03","Karnataka Bank"
"16394",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 17","Karnataka Bank"
"16395",1,1,"zivame","CARD","HDFC","notprovided","2020-02-12 06","Karnataka Bank"
"16396",3,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 06","Karnataka Bank"
"16397",4,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 07","Karnataka Bank"
"16398",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 12","Karnataka Bank"
"16399",1,1,"zivame","CARD","PAYU","notprovided","2020-02-13 13","Karnataka Bank"
"16400",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 15","Karnataka Bank"
"16401",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 00","Karnataka Bank"
"16402",1,1,"zivame","CARD","HDFC","notprovided","2020-02-14 06","Karnataka Bank"
"16403",1,0,"countrydelight","CARD","PAYU","notprovided","2020-02-14 07","Karnataka Bank"
"16404",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 14","Karnataka Bank"
"16405",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 05","Karnataka Bank"
"16406",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 18","Karnataka Bank"
"16407",3,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 10","Karnataka Bank"
"16408",3,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 06","Karnataka Bank"
"16409",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 07","Karnataka Bank"
"16410",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 07","Karnataka Bank"
"16411",1,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-14 13","Karnataka Bank"
"16412",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 21","Karnataka Bank"
"16413",1,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-13 08","Karnataka Bank"
"16414",1,1,"zivame","CARD","HDFC","notprovided","2020-02-13 15","Karnataka Bank"
"16415",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 12","Karnataka Bank"
"16416",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 11","Karnataka Bank"
"16417",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 10","Karnataka Bank"
"16418",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 19","Karnataka Bank"
"16419",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 06","Karnataka Bank"
"16420",1,0,"fanfight","CARD","RAZORPAY","notprovided","2020-02-13 04","Karnataka Bank"
"16421",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 08","Karnataka Bank"
"16422",1,0,"zivame","CARD","HDFC","notprovided","2020-02-12 11","Karnataka Bank"
"16423",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 16","Karnataka Bank"
"16424",3,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 06","Karnataka Bank"
"16425",3,1,"zivame","CARD","HDFC","notprovided","2020-02-14 02","Karnataka Bank"
"16426",1,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-14 06","Karnataka Bank"
"16427",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-14 09","Karnataka Bank"
"16428",4,2,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-14 15","Karnataka Bank"
"16429",4,3,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 14","Karnataka Bank"
"16430",4,1,"zivame","CARD","HDFC","notprovided","2020-02-14 13","Karnataka Bank"
"16431",3,3,"medlife_prod","CARD","TPSL","notprovided","2020-02-14 15","Karnataka Bank"
"16432",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 00","Karnataka Bank"
"16433",7,3,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 13","Karnataka Bank"
"16434",3,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 10","Karnataka Bank"
"16435",4,4,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 08","Karnataka Bank"
"16436",3,3,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 16","Karnataka Bank"
"16437",1,0,"fanfight","CARD","RAZORPAY","notprovided","2020-02-14 09","Karnataka Bank"
"16438",1,1,"zivame","CARD","PAYU","notprovided","2020-02-14 14","Karnataka Bank"
"16439",2,0,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 02","Karnataka Bank"
"16440",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 00","Karnataka Bank"
"16441",1,0,"purplle.com","CARD","PAYTM","notprovided","2020-02-14 16","Karnataka Bank"
"16442",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 08","Karnataka Bank"
"16443",7,6,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 16","Karnataka Bank"
"16444",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-14 07","Karnataka Bank"
"16445",1,1,"zivame","CARD","HDFC","notprovided","2020-02-14 23","Karnataka Bank"
"16446",4,4,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 06","Karnataka Bank"
"16447",4,3,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 12","Karnataka Bank"
"16448",1,0,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 14","Karnataka Bank"
"16449",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 04","Karnataka Bank"
"16450",2,2,"purplle.com","CARD","PAYTM","notprovided","2020-02-14 07","Karnataka Bank"
"16451",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-14 06","Karnataka Bank"
"16452",2,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 05","Karnataka Bank"
"16453",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 11","Karnataka Bank"
"16454",1,1,"zivame","CARD","PAYU","notprovided","2020-02-13 19","Karnataka Bank"
"16455",2,2,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 06","Karnataka Bank"
"16456",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 07","Karnataka Bank"
"16457",6,5,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 14","Karnataka Bank"
"16458",1,1,"zivame","CARD","HDFC","notprovided","2020-02-12 17","Karnataka Bank"
"16459",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 13","Karnataka Bank"
"16460",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 09","Karnataka Bank"
"16461",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 07","Karnataka Bank"
"16462",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 10","Karnataka Bank"
"16463",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 17","Karnataka Bank"
"16464",1,0,"countrydelight","CARD","PAYU","notprovided","2020-02-14 00","Karnataka Bank"
"16465",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 17","Karnataka Bank"
"16466",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 04","Karnataka Bank"
"16467",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 14","Karnataka Bank"
"16468",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 04","Karnataka Bank"
"16469",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 09","Karnataka Bank"
"16470",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 04","Karnataka Bank"
"16471",1,1,"zivame","CARD","HDFC","notprovided","2020-02-14 10","Karnataka Bank"
"16472",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 12","Karnataka Bank"
"16473",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 09","Karnataka Bank"
"16474",1,1,"zivame","CARD","PAYU","notprovided","2020-02-12 13","Karnataka Bank"
"16475",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-13 13","Karnataka Bank"
"16476",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 03","Karnataka Bank"
"16477",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-13 18","Karnataka Bank"
"16478",1,1,"zivame","CARD","IPG","notprovided","2020-02-13 16","Karnataka Bank"
"16479",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 04","Karnataka Bank"
"16480",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 13","Karnataka Bank"
"16481",1,1,"zivame","CARD","PAYU","notprovided","2020-02-14 07","Karnataka Bank"
"16482",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 13","Karnataka Bank"
"16483",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-14 15","Karnataka Bank"
"16484",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 03","Karnataka Bank"
"16485",4,4,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 10","Karnataka Bank"
"16486",1,1,"zivame","CARD","HDFC","notprovided","2020-02-14 04","Karnataka Bank"
"16487",4,4,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 05","Karnataka Bank"
"16488",2,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 15","Karnataka Bank"
"16489",2,2,"zivame","CARD","PAYU","notprovided","2020-02-14 09","Karnataka Bank"
"16490",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 08","Karnataka Bank"
"16491",2,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 15","Karnataka Bank"
"16492",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 08","Karnataka Bank"
"16493",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 04","Karnataka Bank"
"16494",4,3,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 02","Karnataka Bank"
"16495",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 01","Karnataka Bank"
"16496",1,0,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 20","Karnataka Bank"
"16497",1,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-13 21","Karnataka Bank"
"16498",4,4,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 17","Karnataka Bank"
"16499",4,4,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 15","Karnataka Bank"
"16500",1,0,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 11","Karnataka Bank"
"16501",5,3,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 02","Karnataka Bank"
"16502",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-14 16","Karnataka Bank"
"16503",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 18","Karnataka Bank"
"16504",2,2,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 15","Karnataka Bank"
"16505",2,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 06","Karnataka Bank"
"16506",2,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 03","Karnataka Bank"
"16507",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 05","Karnataka Bank"
"16508",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 11","Karnataka Bank"
"16509",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-14 09","Karnataka Bank"
"16510",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 03","Karnataka Bank"
"16511",1,0,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 04","Karnataka Bank"
"16512",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 16","Karnataka Bank"
"16513",3,3,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 04","Karnataka Bank"
"16514",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 02","Karnataka Bank"
"16515",2,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 13","Karnataka Bank"
"16516",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 04","Karnataka Bank"
"16517",5,5,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 09","Karnataka Bank"
"16518",1,0,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 22","Karnataka Bank"
"16519",2,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 03","Karnataka Bank"
"16520",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 02","Karnataka Bank"
"16521",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 07","Karnataka Bank"
"16522",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 19","Karnataka Bank"
"16523",3,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 18","Karnataka Bank"
"16524",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 07","Karnataka Bank"
"16525",1,0,"zivame","CARD","HDFC","notprovided","2020-02-13 12","Karnataka Bank"
"16526",2,2,"countrydelight","CARD","PAYU","notprovided","2020-02-13 14","Karnataka Bank"
"16527",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 20","Karnataka Bank"
"16528",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 11","Karnataka Bank"
"16529",2,2,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 05","Karnataka Bank"
"16530",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 06","Karnataka Bank"
"16531",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-14 23","Karnataka Bank"
"16532",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 02","Karnataka Bank"
